,period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
3809,2020-12-01,MI,Michigan,ALL,all sectors,5000920.0,12.51,1037.42657,8295.29043,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3810,2020-12-01,MI,Michigan,COM,commercial,548034.0,12.12,355.30484,2931.15613,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3811,2020-12-01,MI,Michigan,IND,industrial,5641.0,7.34,158.33249,2156.26098,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3812,2020-12-01,MI,Michigan,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3813,2020-12-01,MI,Michigan,RES,residential,4447243.0,16.33,523.75539,3207.57958,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3814,2020-12-01,MI,Michigan,TRA,transportation,2.0,11.52,0.03385,0.29374,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3815,2020-12-01,MN,Minnesota,ALL,all sectors,2795424.0,10.11,574.51852,5683.85656,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3816,2020-12-01,MN,Minnesota,COM,commercial,305532.0,9.85,179.28774,1819.57482,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3817,2020-10-01,SC,South Carolina,IND,industrial,3701.0,5.99,130.1348,2172.59812,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3818,2020-10-01,SC,South Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3819,2020-10-01,SC,South Carolina,RES,residential,2396686.0,13.18,279.71413,2122.98838,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3820,2020-10-01,SC,South Carolina,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3821,2020-10-01,SD,South Dakota,ALL,all sectors,487322.0,10.23,99.96551,977.18644,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3822,2020-10-01,SD,South Dakota,COM,commercial,74206.0,9.84,37.11067,377.27097,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3823,2020-10-01,SD,South Dakota,IND,industrial,4067.0,7.8,19.94735,255.71345,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3824,2020-10-01,SD,South Dakota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3825,2020-10-01,SD,South Dakota,RES,residential,409049.0,12.47,42.90749,344.20202,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3826,2020-10-01,SD,South Dakota,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3827,2020-10-01,TN,Tennessee,ALL,all sectors,3491547.0,9.31,672.11106,7217.88237,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3828,2020-10-01,TN,Tennessee,COM,commercial,508812.0,10.3,284.9705,2767.01327,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3829,2020-10-01,TN,Tennessee,IND,industrial,1030.0,5.11,90.69964,1775.46879,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3830,2020-10-01,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3831,2020-10-01,US,U.S. Total,TRA,transportation,82.0,9.87,51.62164,523.07241,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3832,2020-11-01,OK,Oklahoma,RES,residential,1805021.0,10.42,151.91323,1457.7525,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3833,2020-11-01,OK,Oklahoma,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3834,2020-11-01,OR,Oregon,ALL,all sectors,2056575.0,8.97,388.2697,4327.36768,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3835,2020-11-01,OR,Oregon,COM,commercial,240438.0,9.04,118.41794,1309.28991,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3836,2020-11-01,OR,Oregon,IND,industrial,25684.0,5.75,71.591,1244.06016,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3837,2020-11-01,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3838,2020-11-01,OR,Oregon,RES,residential,1790451.0,11.18,198.07073,1772.06116,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3839,2020-11-01,OR,Oregon,TRA,transportation,2.0,9.71,0.19004,1.95645,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3840,2020-11-01,PA,Pennsylvania,ALL,all sectors,6202078.0,9.59,1007.95537,10512.8989,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3841,2020-11-01,PA,Pennsylvania,COM,commercial,722781.0,8.66,231.4715,2672.10836,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3842,2020-11-01,PA,Pennsylvania,IND,industrial,15423.0,6.11,233.02791,3812.03792,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3843,2020-11-01,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3844,2020-11-01,PA,Pennsylvania,RES,residential,5463869.0,13.55,539.07243,3979.80944,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3845,2020-11-01,PA,Pennsylvania,TRA,transportation,5.0,8.96,4.38353,48.94318,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3846,2020-11-01,RI,Rhode Island,ALL,all sectors,508244.0,19.21,99.74776,519.35133,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3847,2020-11-01,RI,Rhode Island,COM,commercial,59299.0,16.01,40.7055,254.18305,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3848,2020-11-01,RI,Rhode Island,IND,industrial,1620.0,15.99,7.30154,45.65577,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3849,2020-11-01,RI,Rhode Island,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3850,2020-11-01,RI,Rhode Island,RES,residential,447324.0,23.58,51.44912,218.1853,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3851,2020-11-01,RI,Rhode Island,TRA,transportation,1.0,21.97,0.2916,1.32722,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3852,2020-11-01,SC,South Carolina,ALL,all sectors,2796070.0,9.24,547.23034,5920.01231,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3853,2020-11-01,SC,South Carolina,COM,commercial,397016.0,10.06,159.69412,1587.82229,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3854,2020-11-01,SC,South Carolina,IND,industrial,3687.0,5.5,127.83303,2324.67358,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3855,2020-11-01,SC,South Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3856,2020-11-01,SC,South Carolina,RES,residential,2395367.0,12.94,259.7032,2007.51644,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3857,2020-11-01,SC,South Carolina,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3858,2020-11-01,SD,South Dakota,ALL,all sectors,487179.0,10.21,101.83716,997.18395,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3859,2020-11-01,SD,South Dakota,COM,commercial,74413.0,9.95,36.33566,365.04352,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3860,2020-11-01,SD,South Dakota,IND,industrial,3985.0,7.86,19.25598,245.03826,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3861,2020-11-01,SD,South Dakota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3862,2020-11-01,SD,South Dakota,RES,residential,408781.0,11.95,46.24552,387.10217,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3863,2020-11-01,SD,South Dakota,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3864,2020-11-01,TN,Tennessee,ALL,all sectors,3491385.0,9.44,652.43384,6908.71631,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3865,2020-11-01,TN,Tennessee,COM,commercial,509067.0,10.52,270.81637,2574.57482,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3866,2020-11-01,TN,Tennessee,IND,industrial,1023.0,5.16,87.12744,1689.48417,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3867,2020-11-01,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3868,2020-11-01,TN,Tennessee,RES,residential,2981295.0,11.14,294.49003,2644.65732,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3869,2020-11-01,TN,Tennessee,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3870,2020-11-01,TX,Texas,ALL,all sectors,13351799.0,8.07,2497.92897,30971.48328,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3871,2020-11-01,TX,Texas,COM,commercial,1529338.0,7.8,827.04259,10608.96277,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3872,2020-11-01,TX,Texas,IND,industrial,271268.0,4.86,520.40539,10716.45998,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3873,2020-11-01,TX,Texas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3874,2020-11-01,TX,Texas,RES,residential,11551190.0,11.93,1149.5643,9631.91816,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3875,2020-11-01,TX,Texas,TRA,transportation,3.0,6.48,0.9167,14.14237,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3876,2020-11-01,UT,Utah,ALL,all sectors,1299559.0,7.92,196.13548,2476.60575,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3877,2020-11-01,UT,Utah,COM,commercial,135895.0,8.08,74.0711,916.72159,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3878,2020-11-01,UT,Utah,IND,industrial,10927.0,5.57,44.38338,796.73387,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3879,2020-11-01,UT,Utah,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3880,2020-11-01,UT,Utah,RES,residential,1152736.0,10.18,77.25276,759.10138,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3881,2020-11-01,UT,Utah,TRA,transportation,1.0,10.58,0.42824,4.04891,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3882,2020-11-01,VT,Vermont,ALL,all sectors,377495.0,16.31,69.40133,425.55656,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3883,2020-11-01,VT,Vermont,COM,commercial,59415.0,16.44,23.24606,141.39761,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3884,2020-11-01,VT,Vermont,IND,industrial,251.0,11.01,12.58679,114.2886,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3885,2020-11-01,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3886,2020-11-01,VT,Vermont,RES,residential,317829.0,19.76,33.56849,169.87035,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3887,2020-11-01,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3888,2020-11-01,VA,Virginia,ALL,all sectors,3969279.0,8.71,779.36615,8953.09806,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3889,2020-12-01,MN,Minnesota,IND,industrial,9272.0,7.16,120.59245,1684.84726,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3890,2020-12-01,MN,Minnesota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3891,2020-12-01,MN,Minnesota,RES,residential,2480619.0,12.6,274.42968,2177.16174,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3892,2020-12-01,MN,Minnesota,TRA,transportation,1.0,9.18,0.20865,2.27274,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3893,2020-12-01,MS,Mississippi,ALL,all sectors,1565101.0,9.27,348.97008,3764.66675,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3894,2020-11-01,VA,Virginia,COM,commercial,438950.0,7.46,307.25729,4121.49738,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3895,2020-11-01,VA,Virginia,IND,industrial,3677.0,6.0,94.23054,1569.29499,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3896,2020-11-01,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3897,2020-11-01,VA,Virginia,RES,residential,3526651.0,11.59,376.73996,3249.53985,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3898,2020-11-01,VA,Virginia,TRA,transportation,1.0,8.92,1.13835,12.76583,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3899,2020-11-01,WA,Washington,ALL,all sectors,3578560.0,8.67,612.21269,7057.45454,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3900,2020-12-01,IA,Iowa,COM,commercial,244576.0,8.71,86.96595,998.90864,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3901,2020-12-01,IA,Iowa,IND,industrial,9687.0,5.36,107.77956,2010.24701,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3902,2020-12-01,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3903,2020-12-01,IA,Iowa,RES,residential,1410559.0,10.8,154.12096,1426.62547,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3904,2020-12-01,IA,Iowa,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3905,2020-12-01,KS,Kansas,ALL,all sectors,1547344.0,9.91,322.9652,3257.37851,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3906,2020-12-01,KS,Kansas,COM,commercial,237738.0,9.88,116.98031,1184.5374,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3907,2020-12-01,KS,Kansas,IND,industrial,23530.0,7.11,66.70069,937.49896,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3908,2020-12-01,KS,Kansas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3909,2020-12-01,KS,Kansas,RES,residential,1286076.0,12.27,139.2842,1135.34216,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3910,2020-12-01,KS,Kansas,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3911,2020-12-01,KY,Kentucky,ALL,all sectors,2350519.0,8.54,546.06431,6395.48206,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3912,2020-12-01,KY,Kentucky,COM,commercial,314252.0,10.13,150.49958,1485.24797,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3913,2020-12-01,KY,Kentucky,IND,industrial,5941.0,5.28,124.2398,2353.57358,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3914,2020-12-01,KY,Kentucky,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3915,2020-12-01,KY,Kentucky,RES,residential,2030326.0,10.61,271.32493,2556.66052,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3916,2020-12-01,KY,Kentucky,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3917,2020-12-01,LA,Louisiana,ALL,all sectors,2433411.0,7.8,557.16612,7147.14259,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3918,2020-12-01,LA,Louisiana,COM,commercial,296043.0,9.54,164.52287,1724.74622,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3919,2020-12-01,LA,Louisiana,IND,industrial,19093.0,5.32,163.48453,3072.74565,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3920,2020-12-01,LA,Louisiana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3921,2020-12-01,LA,Louisiana,RES,residential,2118274.0,9.75,229.08667,2348.59836,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3922,2020-12-01,LA,Louisiana,TRA,transportation,1.0,6.85,0.07205,1.05237,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3923,2020-12-01,ME,Maine,ALL,all sectors,822245.0,13.34,131.59907,986.47116,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3924,2020-12-01,ME,Maine,COM,commercial,97066.0,12.4,40.59935,327.32716,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3925,2020-12-01,ME,Maine,IND,industrial,2534.0,8.91,20.97217,235.35935,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3926,2020-12-01,ME,Maine,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3927,2020-12-01,ME,Maine,RES,residential,722645.0,16.52,70.02755,423.78465,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3928,2020-12-01,ME,Maine,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3929,2020-12-01,MD,Maryland,ALL,all sectors,2655460.0,11.22,597.74408,5328.47534,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3930,2020-12-01,MD,Maryland,COM,commercial,257038.0,9.88,222.68712,2253.14593,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3931,2020-12-01,MD,Maryland,IND,industrial,8964.0,8.06,22.2454,275.92616,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3932,2020-12-01,MD,Maryland,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3933,2020-12-01,MD,Maryland,RES,residential,2389453.0,12.72,347.33447,2731.34124,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3934,2020-12-01,MD,Maryland,TRA,transportation,5.0,8.05,5.47709,68.062,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3935,2021-04-01,OR,Oregon,ALL,all sectors,2073211.0,9.0,355.21555,3946.86923,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3936,2021-04-01,OR,Oregon,COM,commercial,244660.0,9.07,116.28105,1282.51535,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3937,2021-04-01,OR,Oregon,IND,industrial,25415.0,6.08,72.69641,1196.60195,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3938,2021-04-01,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3939,2021-04-01,OR,Oregon,RES,residential,1803134.0,11.33,166.05889,1465.89829,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3940,2021-04-01,OR,Oregon,TRA,transportation,2.0,9.67,0.1792,1.85365,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3941,2021-04-01,PA,Pennsylvania,ALL,all sectors,6208272.0,9.44,977.89234,10361.51463,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3942,2021-04-01,PA,Pennsylvania,COM,commercial,723865.0,8.63,237.99656,2757.72442,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3943,2021-04-01,PA,Pennsylvania,IND,industrial,15318.0,6.08,241.45503,3969.52968,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3944,2021-04-01,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3945,2021-04-01,PA,Pennsylvania,RES,residential,5469084.0,13.76,495.85076,3604.19665,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3946,2021-04-01,PA,Pennsylvania,TRA,transportation,5.0,8.62,2.58999,30.06388,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3947,2021-04-01,RI,Rhode Island,ALL,all sectors,508922.0,18.57,96.14897,517.68564,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3948,2021-04-01,RI,Rhode Island,COM,commercial,60017.0,15.23,40.11543,263.40347,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3949,2021-04-01,RI,Rhode Island,IND,industrial,1655.0,15.89,7.89001,49.65434,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3950,2021-04-01,RI,Rhode Island,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3951,2021-04-01,RI,Rhode Island,RES,residential,447249.0,23.54,47.85659,203.32366,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3952,2021-04-01,RI,Rhode Island,TRA,transportation,1.0,22.0,0.28694,1.30417,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3953,2021-04-01,SC,South Carolina,ALL,all sectors,2811320.0,9.6,555.14116,5781.80694,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3954,2021-04-01,SC,South Carolina,COM,commercial,396535.0,10.21,165.565,1620.8198,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3955,2021-04-01,SC,South Carolina,IND,industrial,3590.0,5.64,120.44497,2136.65661,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3956,2021-04-01,SC,South Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3957,2021-04-01,SC,South Carolina,RES,residential,2411195.0,13.29,269.13119,2024.33053,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3958,2021-04-01,SC,South Carolina,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3959,2021-04-01,SD,South Dakota,ALL,all sectors,491065.0,10.04,98.89171,984.50174,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3960,2021-04-01,SD,South Dakota,COM,commercial,74970.0,9.68,35.26545,364.27703,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3961,2021-04-01,SD,South Dakota,IND,industrial,4187.0,7.73,19.31507,249.82624,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3962,2021-04-01,SD,South Dakota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3963,2021-04-01,SD,South Dakota,RES,residential,411908.0,11.96,44.31119,370.39846,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3964,2021-04-01,SD,South Dakota,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3965,2021-04-01,TN,Tennessee,ALL,all sectors,3462844.0,9.79,698.32605,7134.98857,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3966,2021-04-01,TN,Tennessee,COM,commercial,509564.0,10.93,286.96277,2625.35481,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3967,2021-04-01,TN,Tennessee,IND,industrial,1016.0,5.37,96.35407,1794.10049,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3968,2021-04-01,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3969,2021-04-01,TN,Tennessee,RES,residential,2952264.0,11.6,315.00922,2715.53327,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3970,2021-04-01,TN,Tennessee,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3971,2021-04-01,TX,Texas,ALL,all sectors,13514202.0,9.57,2954.50912,30883.26235,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3972,2021-04-01,TX,Texas,COM,commercial,1528153.0,10.6,1234.76301,11646.06315,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3973,2021-04-01,TX,Texas,IND,industrial,289632.0,6.18,616.39791,9971.88742,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3974,2021-04-01,TX,Texas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3975,2021-04-01,TX,Texas,RES,residential,11696414.0,11.91,1102.46043,9252.75298,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3976,2021-04-01,TX,Texas,TRA,transportation,3.0,7.07,0.88778,12.5588,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3977,2021-04-01,UT,Utah,ALL,all sectors,1295009.0,8.03,184.12988,2294.22555,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3978,2021-04-01,UT,Utah,COM,commercial,134683.0,8.06,73.52781,912.32015,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3979,2021-04-01,UT,Utah,IND,industrial,10969.0,5.98,41.78393,699.31524,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3980,2021-04-01,UT,Utah,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3981,2021-04-01,UT,Utah,RES,residential,1149356.0,10.07,68.35105,678.56698,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3982,2021-04-01,UT,Utah,TRA,transportation,1.0,11.61,0.46709,4.02319,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3983,2021-04-01,VT,Vermont,ALL,all sectors,376330.0,16.19,65.43375,404.28022,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3984,2021-04-01,VT,Vermont,COM,commercial,59660.0,16.53,23.28263,140.86643,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3985,2021-05-01,FL,Florida,IND,industrial,24151.0,7.56,106.42432,1406.92431,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3986,2021-05-01,FL,Florida,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3987,2021-05-01,FL,Florida,RES,residential,9838138.0,11.84,1282.33037,10826.63699,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3988,2021-05-01,FL,Florida,TRA,transportation,2.0,8.31,0.51788,6.22997,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3989,2021-05-01,GA,Georgia,ALL,all sectors,5178819.0,10.44,1115.63004,10686.80791,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3990,2021-05-01,GA,Georgia,COM,commercial,595351.0,10.52,390.7443,3715.61878,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3991,2021-05-01,GA,Georgia,IND,industrial,24468.0,6.01,164.42514,2735.02864,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3992,2021-05-01,GA,Georgia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3993,2021-05-01,GA,Georgia,RES,residential,4558999.0,13.25,559.84136,4225.51683,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3994,2021-05-01,GA,Georgia,TRA,transportation,1.0,5.82,0.61924,10.64366,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3995,2021-05-01,HI,Hawaii,ALL,all sectors,508243.0,29.26,220.30142,752.87217,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3996,2021-05-01,HI,Hawaii,COM,commercial,59883.0,30.05,71.58873,238.24204,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3997,2021-05-01,HI,Hawaii,IND,industrial,793.0,25.66,72.26608,281.57987,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3998,2021-05-01,HI,Hawaii,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
3999,2021-05-01,HI,Hawaii,RES,residential,447567.0,32.8,76.44661,233.05027,number of customers,cents per kilowatthour,million dollars,million kilowatthours
4000,2021-05-01,HI,Hawaii,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
4001,2021-05-01,ID,Idaho,ALL,all sectors,946506.0,7.83,159.86043,2040.87339,number of customers,cents per kilowatthour,million dollars,million kilowatthours
4002,2021-05-01,ID,Idaho,COM,commercial,116729.0,7.78,39.65225,509.42121,number of customers,cents per kilowatthour,million dollars,million kilowatthours
4003,2021-05-01,ID,Idaho,IND,industrial,29012.0,6.29,59.41695,943.90624,number of customers,cents per kilowatthour,million dollars,million kilowatthours
4004,2021-05-01,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
4005,2021-05-01,ID,Idaho,RES,residential,800765.0,10.35,60.79123,587.54594,number of customers,cents per kilowatthour,million dollars,million kilowatthours
